
Conversion of EDT data from sounding archive file D:\SoundingArchive\LaPaz_20161101_115751.dc3db

Information about sounding:
==================================

Station:                  85201 LaPaz
Launch time:              2016-11-01 11:57:51 UTC
RS type:                  RS92-SGP
RS number:                Z3837556
Reason for termination:   Increasing pressure
Sounding SW version:      MW31 3.66
Use2010CalculationForTU   Yes

==================================


Information about map: EDT                 
==================================


   Record name:    Unit:           Data type:          Divisor: Offset:
   ---------------------------------------------------------------------
    time            sec             float (4)          1        0       
    Pscl            ln              short (2)          1        0       
    T               K               short (2)          10       0       
    RH              %               short (2)          1        0       
    v               m/s             short (2)          -100     0       
    u               m/s             short (2)          -100     0       
    Height          m               short (2)          1        30000   
    P               hPa             short (2)          10       0       
    TD              K               short (2)          10       0       
    MR              g/kg            short (2)          100      0       
    DD              dgr             short (2)          1        0       
    FF              m/s             short (2)          10       0       
    AZ              dgr             short (2)          1        0       
    Range           m               short (2)          0.01     0       
    Lon             dgr             short (2)          100      0       
    Lat             dgr             short (2)          100      0       
    SpuKey          bitfield        unsigned short (2) 1        0       
    UsrKey          bitfield        unsigned short (2) 1        0       
    RadarH          m               short (2)          1        30000   

*************************************************************************************************

     time	     Pscl	        T	       RH	        v	        u	   Height	        P	       TD	       MR	       DD	       FF	       AZ	    Range	      Lon	      Lat	   SpuKey	   UsrKey	   RadarH	
  2140.00	    21437	   215.90	       36	    -9.11	    34.72	    12867	   187.50	   207.80	     0.03	      285	    35.90	       89	    32800	   -67.86	   -16.50	        0	        0	   -32768	
  2142.00	    21431	   215.80	       37	    -9.22	    34.73	    12876	   187.20	   207.90	     0.03	      285	    35.90	       89	    32900	   -67.86	   -16.50	        0	        0	   -32768	
  2144.00	    21425	   215.70	       38	    -9.32	    34.74	    12885	   186.90	   208.00	     0.03	      285	    36.00	       89	    32900	   -67.86	   -16.50	        0	        0	   -32768	
  2146.00	    21419	   215.60	       39	    -9.41	    34.75	    12894	   186.70	   208.30	     0.03	      285	    36.00	       89	    33000	   -67.86	   -16.50	        0	        0	   -32768	
  2148.00	    21414	   215.60	       41	    -9.51	    34.74	    12903	   186.40	   208.40	     0.04	      285	    36.00	       89	    33100	   -67.86	   -16.50	        0	        0	   -32768	
  2150.00	    21408	   215.50	       41	    -9.60	    34.73	    12912	   186.10	   208.50	     0.04	      285	    36.00	       89	    33100	   -67.86	   -16.50	        0	        0	   -32768	
  2152.00	    21402	   215.40	       42	    -9.69	    34.71	    12921	   185.90	   208.70	     0.04	      286	    36.00	       89	    33200	   -67.86	   -16.50	        0	        0	   -32768	
  2154.00	    21396	   215.30	       44	    -9.77	    34.69	    12930	   185.60	   208.80	     0.04	      286	    36.00	       89	    33300	   -67.86	   -16.50	        0	        0	   -32768	
  2156.00	    21391	   215.20	       46	    -9.85	    34.65	    12938	   185.40	   209.00	     0.04	      286	    36.00	       89	    33300	   -67.86	   -16.50	        0	        0	   -32768	
  2158.00	    21385	   215.10	       47	    -9.93	    34.62	    12947	   185.10	   209.10	     0.04	      286	    36.00	       89	    33400	   -67.86	   -16.50	        0	        0	   -32768	
  2160.00	    21379	   215.10	       47	   -10.01	    34.57	    12956	   184.80	   209.10	     0.04	      286	    36.00	       89	    33500	   -67.86	   -16.50	        0	        0	   -32768	
  2162.00	    21373	   215.00	       47	   -10.08	    34.52	    12965	   184.60	   209.10	     0.04	      286	    36.00	       89	    33600	   -67.86	   -16.50	       15	       15	   -32768	
  2164.00	    21367	   214.90	       48	   -10.16	    34.45	    12975	   184.30	   209.00	     0.04	      286	    35.90	       89	    33600	   -67.86	   -16.50	        0	        0	   -32768	
  2166.00	    21361	   214.90	       48	   -10.23	    34.39	    12984	   184.00	   209.00	     0.04	      287	    35.90	       89	    33700	   -67.86	   -16.50	        0	        0	   -32768	
  2168.00	    21355	   214.80	       48	   -10.30	    34.32	    12993	   183.80	   209.00	     0.04	      287	    35.80	       90	    33800	   -67.86	   -16.50	        0	        0	   -32768	
  2170.00	    21349	   214.70	       48	   -10.37	    34.25	    13002	   183.50	   208.90	     0.04	      287	    35.80	       90	    33800	   -67.85	   -16.50	        0	        0	   -32768	
  2172.00	    21343	   214.60	       48	   -10.44	    34.17	    13011	   183.20	   208.90	     0.04	      287	    35.70	       90	    33900	   -67.85	   -16.50	        0	        0	   -32768	
  2174.00	    21338	   214.50	       49	   -10.52	    34.09	    13020	   183.00	   208.90	     0.04	      287	    35.70	       90	    34000	   -67.85	   -16.50	        0	        0	   -32768	
  2176.00	    21332	   214.40	       49	   -10.59	    34.01	    13029	   182.70	   208.80	     0.04	      287	    35.60	       90	    34000	   -67.85	   -16.50	        0	        0	   -32768	
  2178.00	    21326	   214.20	       50	   -10.66	    33.93	    13038	   182.50	   208.80	     0.04	      287	    35.60	       90	    34100	   -67.85	   -16.50	        0	        0	   -32768	
  2180.00	    21320	   214.20	       51	   -10.73	    33.85	    13047	   182.20	   208.80	     0.04	      288	    35.50	       90	    34200	   -67.85	   -16.50	        0	        0	   -32768	
  2182.00	    21314	   214.10	       51	   -10.79	    33.78	    13056	   181.90	   208.80	     0.04	      288	    35.50	       90	    34200	   -67.85	   -16.50	        0	        0	   -32768	
  2184.00	    21308	   214.00	       52	   -10.86	    33.71	    13065	   181.70	   208.90	     0.04	      288	    35.40	       90	    34300	   -67.85	   -16.50	    16384	    16384	   -32768	
  2186.00	    21303	   214.00	       52	   -10.91	    33.65	    13073	   181.40	   208.90	     0.04	      288	    35.40	       90	    34400	   -67.85	   -16.50	        0	        0	   -32768	
  2188.00	    21297	   213.90	       52	   -10.97	    33.59	    13082	   181.20	   208.80	     0.04	      288	    35.30	       90	    34400	   -67.85	   -16.50	        0	        0	   -32768	
  2190.00	    21291	   213.80	       51	   -11.01	    33.55	    13091	   180.90	   208.50	     0.04	      288	    35.30	       90	    34500	   -67.85	   -16.50	        0	        0	   -32768	
  2192.00	    21285	   213.70	       50	   -11.05	    33.52	    13100	   180.70	   208.30	     0.04	      288	    35.30	       90	    34600	   -67.85	   -16.50	        0	        0	   -32768	
  2194.00	    21279	   213.70	       48	   -11.08	    33.50	    13109	   180.40	   208.00	     0.03	      288	    35.30	       90	    34600	   -67.85	   -16.50	        0	        0	   -32768	
  2196.00	    21273	   213.70	       47	   -11.11	    33.49	    13118	   180.10	   207.80	     0.03	      288	    35.30	       90	    34700	   -67.85	   -16.50	        0	        0	   -32768	
  2198.00	    21268	   213.60	       47	   -11.13	    33.50	    13127	   179.90	   207.70	     0.03	      288	    35.30	       90	    34800	   -67.85	   -16.50	        0	        0	   -32768	
  2200.00	    21262	   213.40	       46	   -11.15	    33.51	    13136	   179.60	   207.40	     0.03	      288	    35.30	       90	    34800	   -67.85	   -16.50	        0	        0	   -32768	
  2202.00	    21256	   213.40	       45	   -11.16	    33.52	    13144	   179.40	   207.20	     0.03	      288	    35.30	       90	    34900	   -67.84	   -16.51	        0	        0	   -32768	
  2204.00	    21251	   213.40	       44	   -11.17	    33.54	    13153	   179.10	   207.10	     0.03	      288	    35.40	       90	    35000	   -67.84	   -16.51	        0	        0	   -32768	
  2206.00	    21245	   213.30	       44	   -11.19	    33.56	    13162	   178.90	   206.90	     0.03	      288	    35.40	       90	    35000	   -67.84	   -16.51	        0	        0	   -32768	
  2208.00	    21239	   213.20	       43	   -11.20	    33.58	    13171	   178.60	   206.80	     0.03	      288	    35.40	       90	    35100	   -67.84	   -16.51	        0	        0	   -32768	
  2210.00	    21233	   213.10	       43	   -11.21	    33.59	    13179	   178.40	   206.60	     0.03	      288	    35.40	       90	    35200	   -67.84	   -16.51	        0	        0	   -32768	
  2212.00	    21228	   213.00	       43	   -11.23	    33.60	    13188	   178.10	   206.40	     0.03	      288	    35.40	       90	    35200	   -67.84	   -16.51	        0	        0	   -32768	
  2214.00	    21222	   213.00	       43	   -11.24	    33.61	    13197	   177.90	   206.40	     0.03	      288	    35.40	       90	    35300	   -67.84	   -16.51	     1024	     1024	   -32768	
  2216.00	    21216	   212.90	       43	   -11.26	    33.60	    13206	   177.60	   206.40	     0.03	      289	    35.40	       90	    35400	   -67.84	   -16.51	        0	        0	   -32768	
  2218.00	    21210	   212.80	       44	   -11.28	    33.59	    13215	   177.40	   206.40	     0.03	      289	    35.40	       90	    35400	   -67.84	   -16.51	        0	        0	   -32768	
  2220.00	    21204	   212.70	       44	   -11.30	    33.57	    13224	   177.10	   206.30	     0.03	      289	    35.40	       90	    35500	   -67.84	   -16.51	        0	        0	   -32768	
  2222.00	    21198	   212.60	       44	   -11.32	    33.55	    13233	   176.80	   206.20	     0.03	      289	    35.40	       90	    35600	   -67.84	   -16.51	        0	        0	   -32768	
  2224.00	    21192	   212.60	       44	   -11.33	    33.52	    13242	   176.60	   206.30	     0.03	      289	    35.40	       91	    35600	   -67.84	   -16.51	        0	        0	   -32768	
  2226.00	    21186	   212.50	       45	   -11.34	    33.49	    13251	   176.30	   206.30	     0.03	      289	    35.40	       91	    35700	   -67.84	   -16.51	        0	        0	   -32768	
  2228.00	    21180	   212.40	       45	   -11.36	    33.46	    13261	   176.10	   206.20	     0.03	      289	    35.30	       91	    35800	   -67.84	   -16.51	        0	        0	   -32768	
  2230.00	    21174	   212.30	       45	   -11.37	    33.42	    13270	   175.80	   206.10	     0.03	      289	    35.30	       91	    35800	   -67.84	   -16.51	        0	        0	   -32768	
  2232.00	    21168	   212.20	       45	   -11.38	    33.37	    13279	   175.50	   206.10	     0.03	      289	    35.30	       91	    35900	   -67.84	   -16.51	        0	        0	   -32768	
  2234.00	    21162	   212.10	       45	   -11.39	    33.32	    13288	   175.30	   206.10	     0.03	      289	    35.20	       91	    36000	   -67.83	   -16.51	        0	        0	   -32768	
  2236.00	    21156	   212.00	       45	   -11.40	    33.27	    13297	   175.00	   206.00	     0.03	      289	    35.20	       91	    36000	   -67.83	   -16.51	        0	        0	   -32768	
  2238.00	    21150	   212.00	       46	   -11.42	    33.21	    13306	   174.80	   206.00	     0.03	      289	    35.10	       91	    36100	   -67.83	   -16.51	        0	        0	   -32768	
  2240.00	    21144	   211.90	       46	   -11.45	    33.15	    13315	   174.50	   205.90	     0.03	      289	    35.10	       91	    36200	   -67.83	   -16.51	        0	        0	   -32768	
  2242.00	    21138	   211.80	       46	   -11.49	    33.09	    13324	   174.30	   205.80	     0.03	      289	    35.00	       91	    36200	   -67.83	   -16.51	        0	        0	   -32768	
  2244.00	    21132	   211.70	       46	   -11.53	    33.02	    13333	   174.00	   205.60	     0.03	      289	    35.00	       91	    36300	   -67.83	   -16.51	        0	        0	   -32768	
  2246.00	    21126	   211.50	       45	   -11.58	    32.96	    13342	   173.80	   205.50	     0.03	      289	    34.90	       91	    36400	   -67.83	   -16.51	        0	        0	   -32768	
  2248.00	    21120	   211.40	       45	   -11.64	    32.89	    13351	   173.50	   205.30	     0.02	      289	    34.90	       91	    36400	   -67.83	   -16.51	        0	        0	   -32768	
  2250.00	    21115	   211.40	       45	   -11.70	    32.83	    13359	   173.30	   205.20	     0.02	      290	    34.80	       91	    36500	   -67.83	   -16.51	        0	        0	   -32768	
